"1","RUEIL CENTRE","13 Rue Paul Vaillant Couturier","92500","RUEIL-MALMAISON"
"1","RUEIL COLMAR","74 Rue d'Estienne d'Orves","92500","Rueil-Malmaison"
"1","ENGHIEN","35 Rue du Général de Gaulle","95880","ENGHIEN LES BAINS"
"1","AULNAY SUD","13 Rue de Bondy","93600","AULNAY SOUS BOIS"
"1","SAINT GRATIEN","12 Rue Berthie Albrecht","95210","SAINT GRATIEN"
"1","DEUIL","10 Rue Charles de Gaulle","95170","DEUIL LA BARRE"
"1","GARGAN","6 Boulevard Chanzy","93190","LIVRY GARGAN"
"1","MONTFERMEIL","8 Rond Point Montfermeil","93340","LE RAINCY"
"1","VERRIERES LE BUISSON","ZAC CCE Des Près Hauts","91370","VERRIERES LE BUISSON"
"1","Hubiz Gagny","Gagny SNCF - Place de Verdun","93220","Gagny"
"1","LA VARENNE","94 Avenue du Bac","94210","LA VARENNE / SAINT MAUR DES FOSSES"
"1","PARINOR","Centre Commercial Régional Parinor","93606","AULNAY-SOUS-BOIS"
"1","SANNOIS","10 Boulevard Charles de Gaulle","95110","SANNOIS"
"1","VILLENEUVE LE ROI","52 Rue du Gal de Gaulle","94290","VILLENEUVE LE ROI"
"1","VAUCRESSON","91 Boulevard de la République","92420","VAUCRESSON"
"1","NOISY ARCADES","144 Clos Mont d'Est","93192","NOISY LE GRAND"
"1","VELIZY","Centre Commercial du Mail","78140","VELIZY-VILLACOUBLAY"
"1","CHATOU MARCHE","26 Place Maurice Berteaux","78400","CHATOU"
"1","MONTMORENCY","16 Place Levanneur","95160","MONTMORENCY"
"1","CROISSY","39/41 Boulevard F.Hostachy","78290","CROISSY SUR SEINE"
"1","SUCY EN BRIE","1 RUE PIERRE SEMARD","94370","SUCY EN BRIE"
"1","EAUBONNE","56 Avenue de Paris","95600","EAUBONNE"
"1","ELYSEE VILLAGE","18 Côte de la Jonchère","78170","LA CELLE ST CLOUD"
"1","BEAUREGARD","4 Avenue de l'Aqueduc","78170","LA CELLE SAINT CLOUD"
"1","ERMONT","6 Rue de l'Eglise","95120","ERMONT"
"1","CHELLES GOURNAY","76 Avenue Foch","77500","CHELLES"
"1","VERSAILLES MONTREUIL","6 Rue de Montreuil","78000","VERSAILLES"
"1","LE VESINET","2 Place de l'Eglise","78110","LE VESINET"
"1","ATHIS MONS","17 Avenue François Mittérand","91200","ATHIS MONS"
"1","PARLY II","Centre Commercial Parly 2","78158","LE CHESNAY"
"1","FRANCONVILLE","103 Rue du Général Leclerc","95130","FRANCONVILLE"
"1","LE PLESSIS TREVISE","42 Avenue Ardouin","94420","LE PLESSIS TREVISE"
"1","VERSAILLES","28 Avenue de Saint Cloud","78000","VERSAILLES"
"1","VERSAILLES PAROISSE","50 Rue de Paroisse","78000","VERSAILLES"
"1","MONTESSON","283 Avenue Gabriel Péri","78360","MONTESSON"
"1","CHELLES","66 Avenue de la Résistance","77500","CHELLES"
"1","VERSAILLES ROYALE","4 Rue Royale","78000","VERSAILLES"
"1","PALAISEAU","125 Bis Rue de Paris","91120","PALAISEAU"
"1","LE PECQ","92 Route de Montesson","78110","LE VESINET"
"1","MAISONS LAFFITTE","11 Avenue de Longueil","78600","MAISONS LAFFITTE"
"1","LONGJUMEAU","67 Rue du Président François Mittérand","91160","LONGJUMEAU"
"1","MARLY LE ROI","Avenue de l'Amiral Lemonnier","78160","MARLY LE ROI"
"1","Relay Today Yerres","Gare SNCF Yerres","91330","Yerres"
"1","ST GERMAIN BEL AIR","9 Rue de l'Aurore","78100","ST GERMAIN EN LAYE"
"1","SAINT GERMAIN EN LAYE","24 Rue du Vieux Marché","78100","SAINT GERMAIN EN LAYE"
"1","VILLEBON","Centre Commercial Villebon 2","91140","VILLEBON SUR YVETTE"
"1","HERBLAY","8 Rue du Général de Gaulle","95220","HERBLAY"
"1","PONTAULT COMBAULT","3 Avenue de la République","77340","PONTAULT COMBAULT"
"1","Hubiz Herblay","Place Gabriel Peri","95220","Herblay"
"1","DOMONT","163 Avenue Jean Rostand","95330","DOMONT"
"1","BRUNOY","9 Rue de la Gare","91800","BRUNOY"
"1","VAIRES S/MARNE","11 Avenue Jean Jaures","77360","VAIRES SUR MARNE"
"1","NOISY LE ROI","Rue André le Bourblanc","78590","NOISY LE ROI"
"1","ORSAY","6 Rue Boursier","91400","ORSAY"
"1","SAINT CYR L'ECOLE","5 Avenue Jean Jaures","78210","SAINT CYR L'ECOLE"
"1","Relay Roissy","Aeroport Roissy CDG (E2)","95716","Roissy CDG"
"1","LESIGNY","Le Parc de Lesigny","77150","LESIGNY"
"1","CHAMBOURCY","Centre Commercial","78240","CHAMBOURCY"
"1","LES ULIS","Centre Commercial les Ulis 2","91940","LES ULIS"
"1","POISSY","17 Avenue du Cep","78300","POISSY"
"1","CONFLANS SAINTE HONORINE","46 Rue Maurice Berteaux","78700","CONFLANS SAINTE HONORINE"
"1","EVRY II","2 Boulevard de l'Europe","91022","EVRY"
"1","FERRIERES EN BRIE","8 G. Avenue James Rothschild","77164","FERRIERES EN BRIE"
"1","LAGNY","1 Rue des Marches","77400","LAGNY SUR MARNE"
"1","LES CLAYES S/BOIS","22 Rue Maurice Jouet","78340","LES CLAYES SOUS BOIS"
"1","Hubiz Bussy St Georges","Avenue Général de Gaulle","77600","Bussy St Georges"
